delegator,voting_power
evmos1x0fts3sp9r06q0gc02geyyww2926qzxackxxj8,41400000000000000000.000000000000000000
evmos1820zxas824wc4qjd8cwwadwrncwtweyw0fqzy6,41000000000000000000.000000000000000000
evmos1gy0t023ly2jafrtgtyxtkkmqj59xhgv6mt603c,400000000000000000.000000000000000000
evmos12rkqz3nl77sjuyhe6j4zn5l3aeud9ysx9eu96p,40000000000000000.000000000000000000
evmos12aqyq9d4k7a8hzh5av2xgxp0njan48498dvj2s,376649340659339980000000.000000000000000000
evmos1vlj47n5jgu0x8hjhj0pzq9epm9hw3hd5r7dqg6,34000000000000000000.000000000000000000
evmos1ravjjverpxq2v57uphhuy4f6wy8kdzgxsxuz4u,30010000000000000000.000000000000000000
evmos1z6lkrkwy3gx409dp0graw6hgrnszcz0gxe82ek,30000000000000000000.000000000000000000
evmos1xp0te6tynm04hq5kteruf3e6q4k4qfd3ecmtf0,30000000000000000000.000000000000000000
evmos1995mpcx59hukhkz2wf6ajz3kxalxqpy2s5nkpa,30000000000000000000.000000000000000000
evmos1vnt8359v4l7lwttsm4j5n2jyy568plgacegefs,3000000000000000000.000000000000000000
evmos1sf4unt5cm9gwjcgxvay9rmw8y4e47emjvk6uzp,29800000000000000000.000000000000000000
evmos1zqkrqsvrn4hskeywd56gx2dcy50mnyp6rw3m89,27502768843928857966372.000000000000000000
evmos1f5f8r0e8jqwlevl734nu2tys0v4m0t72lpgsnl,26797639184358450528.000000000000000000
evmos10720ss2q3t87ppsjxumhwnq0t7ym7ca7s7x0wg,265000000000000000000.000000000000000000
evmos13ej4cf6ap2srrr0r2kdag24jx6dhe5ua8q4zz2,26200000000000000000.000000000000000000
evmos1zegkg8azdhev0hmrl9fk4ephx50uwg45e33n9f,2592689493334948597880.000000000000000000
evmos1fyd72p5rz6ddd27g5vmnrjl60ajzmxvl5fwmrn,25250000000000000000.000000000000000000
evmos12utcfffhcpzf07f3qsmq3uvf59vgjsppq3m98u,250000000000000000000.000000000000000000
evmos1xf2znvawcehxeplxn7yqkg0p789l6uhqyh9d6a,24980000000000000000.000000000000000000
evmos1vl4nqvlwa2xachjr9y06w3mak47qup4vjf7me2,24318212159531394780.000000000000000000
evmos104zen4x9c5tt28t0945ps8dutjff6y7nmuwgh4,23016974236275799228.000000000000000000
evmos1p6dhylx0vwe4ersc2pgae77jt7ze469eeue0su,22600000000000000000.000000000000000000
evmos1xlxkp9jwypgm6gaawlmlxypw9tdddqkfr5snl4,22223577629713632420.000000000000000000
evmos12v4gmywrkjwgx3nxzy5m9cpm8s5d8l0mzt0vf3,2096230630972639819.000000000000000000
evmos1r3aw4rq2207vx57x4p5m584thew65cgm9hs7gv,2031000000000000000000.000000000000000000
evmos1wuyvl2kczmunxednav9ch966ddp643vxgky20f,200000000000000000000.000000000000000000
evmos1ql7pzga9wepmw8czljt5cltvqdfjt5gynd0749,200000000000000000000.000000000000000000
evmos1pwdqzu49ud8c0348g53hn8zzlfhjnelxqrwcrv,20000000000000000000.000000000000000000
evmos1v02c4mp9kehq7ekws4j8s9yhlnfe8tzrvly6w5,20000000000000000000.000000000000000000
evmos18pau67gmgge9kpwumtecadzns2hh94sh3cvka5,20000000000000000000.000000000000000000
evmos1rwlxejlh876hl7u243zpsjmjakcpaj04nsmrpq,200000000000000000.000000000000000000
evmos1yyqz3t7w8k5qr4upcnmdv9k08vcvsha85a0ssf,2000000000000000.000000000000000000
evmos1rsyuqdz69ysfy858p7n6mmkxfse90t33jkr8h6,175069123652782960512.000000000000000000
evmos10k30rpssat9ftx9vu8vwt728l0luqh2deure7h,165000000000000000000.000000000000000000
evmos13dv68vqx2s0y7545gjgv65kpku30u45m87jp6m,16000000000000000000.000000000000000000
evmos1dpyrx7ky8zyzepjmuwsmfcdz2y3fs77dm0qw7r,145077702387819054.000000000000000000
evmos1tlqd74myv0q6f9e2tc744nwm8upg802uf5kas0,1432000000000000000.000000000000000000
evmos12sutd2yqlk8v7lcz5dvvjhzp3zkwcf9x669vcm,14300000000000000000.000000000000000000
evmos1x72x6rjj3vfraw9d98znjfl3qnkvy8rl26q78q,14000000000000000000.000000000000000000
evmos13ya3cxg3w8ru58sykt8kg970daz82t0h9v82pk,133207351816073062.000000000000000000
evmos1qh2h5chr96s4xw28vceuwqs9gj092rystp5q0n,13035718513820480061.000000000000000000
evmos18tm0znfswt56hmcp9e3wgwf060gcqgdxjpzf5u,1200000000000000.000000000000000000
evmos1f50yv6gmv7gwex943gs3se82j484da6m7s5tvr,1126755460000000000.000000000000000000
evmos1fdwg2ws0jywln93042gssg70wptxvzpv2msfec,11045479731920786614.000000000000000000
evmos1sl7ts3hppeyu6ch3d223rzmxvy4cthdc32ma4n,11000000000000000.000000000000000000
evmos198ucqs5u7dstep0hy0ugeugnnwsuxse2z6275h,106000000000000000000.000000000000000000
evmos1v3kz8t89cacw8zvjrcnj9u28ra8npamu5qc7gd,10300000000000000000.000000000000000000
evmos1qta6psty7gvt63znp4ycq6n8c8zj5944n6vf3e,102905066053693723103.000000000000000000
evmos1f9v0whtk8ezu7jtgvams4jdms8traejpmt0czh,1020080000000000000.000000000000000000
evmos107k6qy5xl3p2x88969r074u9qj9kksvt69f3y4,1020000000000000000.000000000000000000
evmos19qf7ece8fxvjky3ag9nhnd39dpk6qf2peedczv,101000000000000000000.000000000000000000
evmos13jlslfh0je033fdzsjwcq6hkr87xur7748lr5p,100010000000000000000.000000000000000000
evmos1q6nfdr2egu8ms0a4t0wlprrhphnkrkpzrvsq2l,100000000000000000000.000000000000000000
evmos10pgmautc9m06hgzmrl8h98s7y7l98x0duk73mc,100000000000000000000.000000000000000000
evmos1f98k2ze07kljddvjc97uf49ylctj83yemd22tu,10000000000000000000.000000000000000000
evmos12ztq2wntf6un5sezzwegw0dpy3rt8ewdlevsj4,10000000000000000000.000000000000000000
evmos12sq6v9twa6kcsq729480sn93u7h0nfautheahy,1000000000000000000.000000000000000000
evmos1xtjwlss84uugzzwqga82ap7dm320u7kjuzrhdd,1000000000000000000.000000000000000000
evmos1twnacg0mfzgn9h4y2ypfph5p0lhpg5c3u3v3dy,1000000000000000000.000000000000000000
evmos1yf9hg5pz2dpmw4tszfu94kypqt4eqkkktnpd6a,1000000000000000000.000000000000000000
evmos1958hxgpyqw8rlzlpr7un5vkt0s4zlc9vk4tnlz,100000000000000000.000000000000000000
evmos1t6433a3p7l8rf9yfv6c475atd2rzexmdzkvc9z,100000000000000000.000000000000000000
evmos1zt95e22px6mw37c3vdk9tarapzzl8hry7e4g4e,100000000000000000.000000000000000000
evmos1349fvx0ccx3rmstgej7sg9l272y83673y9fmgy,100000000000000000.000000000000000000
evmos1xqjlk4fyf7ra9yw85k7am8dxcwzqh8dcg5u53j,10000000000000000.000000000000000000
evmos19g3qq7zgf6wyefg68y40yd92mwj9y93qyjluz4,10000000000000000.000000000000000000
evmos1x4lw5hq9sxcqqn7x8lq7epgsvn0e0gdxnatz0s,10000000000000000.000000000000000000
evmos1wr86zjpkd8udmwqzn9m0j56hgrepdnp9a525l2,10000000000000000.000000000000000000
evmos10lw8fvezyu0707ny4kpeehv5z397248xrycchg,1000000000000000.000000000000000000
evmos18aqghhf2fpl4dpane6hhek9uf7mxh5eszwjmne,1000000000000000.000000000000000000
evmos1tzqvfnzvar9m9v646h3qhxy06gjly3hsdwxmut,10000000000000.000000000000000000
evmos1234jl7y376ppp58ruxq6pawlqnqf3rnd5lzhmy,990000000000000000.000000000000000000
evmos1qjx9jty0mn8zrlm27xpkt5mjpz5e2nu4407g8s,98041098017221150000.000000000000000000
evmos1zxcca3try8r80vm3eplt60wd8xlj8ap00k0ey9,9500000000000000000.000000000000000000
evmos18cuw7jy67rncp7c6rrdnddr7ljm2skd4ex73pa,93000000000000000000.000000000000000000
evmos1yqmxh8s9se3jvrtmmghwgt8vdtwy7epuyh4hhx,88667103636549200000.000000000000000000
evmos18kewar9n4020u0qhrvs655njlfeckzp7jm66ce,8721788548067808000.000000000000000000
evmos1zmhuz0pl6w0ga38h5a2atwq5d6xc86hs6vqdtd,8300000000000000000.000000000000000000
evmos1zflgf9zwk6tjf2duwpka4h3hzzcuety7rm5dv2,80000000000000000000.000000000000000000
evmos1z704wwyx2x9swws97ax8kyezj9tm6z7dfd3umy,8000000000000000000.000000000000000000
evmos1f26upmuqx3qkjty3lfw0sn9ch39d2gkgz2ft4l,8000000000000000000.000000000000000000
evmos1x56yheyrzjt5m7rvrxp8xjgegyqdf7797pvaw9,800000000000000000.000000000000000000
evmos1gcypmlsmc83kkq0qjwyusrxdr3g3m2dyc0hj07,800000000000000000.000000000000000000
evmos12ng2rgdc39af0cracwu4wxsmd5g2xtckszpddl,70000000000000000000.000000000000000000
evmos1ygj62f6h2z7mswa9zapuzh5szua3qkyl2wdfjv,7000000000000000000.000000000000000000
evmos1f92ga99jtfr60ke3w4fvaxtwtvp6wnt3ka3z2u,6926366609821931000.000000000000000000
evmos1pgm23msm03kp9v2687wzuus7u25x86qrg9vck8,68000000000000000000.000000000000000000
evmos1xtmjsxchsg6rduv9nw5m27m93pgf9pwtxva3px,60000000000000000000.000000000000000000
evmos1tpar4fsygwjpmxseve9l34s0lwly579e5qjq58,56500000000000000000.000000000000000000
evmos1rlv9v0zefjm5szge54rsa0ppa7avmmymee8qsn,50000000000000000000.000000000000000000
evmos1zhvl7ud44vrxy63v5l7442ungv3mxd9vy5vmzt,5000000000000000000.000000000000000000
evmos1pxtywud5wczrkndshtuf649wa638w9a4uw3g05,5000000000000000000.000000000000000000
evmos1p3epautvtvsrkgja9mtc70zrnrqvzz59e47w6k,5000000000000000000.000000000000000000
evmos1z2ep68nnkw6g6u76qnks2stm8yk8le2lfq2jnq,5000000000000000000.000000000000000000
evmos1z7eqgeghnr0rlymc9r0llmjv2xmj9edv7nvgvn,5000000000000000000.000000000000000000
evmos1rrj6wpky5zsuezrwn0ylhtmgg6h6l8ex4ck80j,5000000000000000000.000000000000000000
evmos1pkzgn2zzfeejq50s0h4mlph7unmjzqk8k9dmhh,500000000000000000.000000000000000000
evmos1y6t9t9jd2rz3z2hvgpk4vq3a037xrnuxqn8le8,46000000000000000000.000000000000000000
evmos1959pu6c82h2ylyqcjancxurhag4fn4rjveumlr,4558909276545574000.000000000000000000
evmos1ghyvmtsgkhyxxpnn5ulljvqlhhkeet5y8xwfq9,45000000000000000000.000000000000000000
evmos187lvfecmljjk9gtrrvu8ptvd093regkrkqgyyx,430000000000000000000.000000000000000000
evmos1fvx2v4hrqsk2cxkej2d24xctgmu0trekn8jzfv,40500000000000000000.000000000000000000
evmos12tsvx4n6wc2zcwrj7z3zxjh9epawfpglckcgzg,4000000000000000000.000000000000000000
evmos18vzsrcvwuqwch8pwmaz6gwtatv3mjrarual2n7,4000000000000000000.000000000000000000
evmos1pyfhvxfg67ttr3reh3t255uyr4fk0xqj2vx4f0,400000000000000000.000000000000000000
evmos187g3adkke00wwyxfzs6f4pedkc77guq0ahtphv,39764944931437077400.000000000000000000
evmos1txh6xtnnckmm22gkr72ye2430dgnk9uj6sk7fx,37425498436376181280.000000000000000000
evmos1rfswkyr946sdfduvu2zek6th43qh6w4tdjzdgc,36000000000000000000.000000000000000000
evmos1qu4420huy2h8mjdpusmsm27ktwtvduywccul86,30000000000000000000.000000000000000000
evmos1zrs7fhxtuqffz0uj6phqnme5gtn7h5clmx97c3,30000000000000000000.000000000000000000
evmos1x4w0pl264f4ed005nq72aer87fjknwlsurlxyp,3000000000000000000.000000000000000000
evmos1zzeszjv8s43qcuqwr5qv3ys9nh3rshh68wn8at,2440000000000000000.000000000000000000
evmos1r3aw4rq2207vx57x4p5m584thew65cgm9hs7gv,2240000000000000000000.000000000000000000
evmos1gcxd0vqf4vate0nfrsm0ue63wlhqth6rykuxfd,22000000000000000000.000000000000000000
evmos1rxdr68ae3nzky2s74cg8dp726k44hz6nast0g2,207725801247467645606168.000000000000000000
evmos1yt46fjxv5dac5wmtkxxxj42d94h8nav4sd2s6f,207725800972857586631509.000000000000000000
evmos1ykycstal9df9dca9wsv3eyatenssufuldcm28f,20500000000000000000.000000000000000000
evmos1zcvzkdtzdcjy3nsl5l90dxwhsjcygzv6q09zvt,2000000000000000000.000000000000000000
evmos1tx9wza5jh3ds36g8ssfdezpa8jfv6332ww22w8,2000000000000000000.000000000000000000
evmos1fkjqydgg4mg33gr6wgx5jr5k8u3kwqr9v205g0,2000000000000000000.000000000000000000
evmos188ma7l2mt3rtjsugr36femukgkn3frcfn529sh,2000000000000000000.000000000000000000
evmos1zuhcdtrhz86acqjfx3jfx5alse902p2ul5a23w,2000000000000000000.000000000000000000
evmos1gcylmwvpkujl4u9u9kvvplmzukaxshswcajwxu,2000000000000000000.000000000000000000
evmos1f2wu07v6g2e2dm8mmh04p4ql3z0h7ghk8cjzyl,20000000000000000.000000000000000000
evmos1xsdqlj8a28endvvpmvmcygpdnzn5scr9t4elfw,193236427254775200000.000000000000000000
evmos1pqadmpagq6hvwzsgx0a4pm4ka7dg5ekf56mute,17857163556222792432.000000000000000000
evmos18njd5vdswtkm2cswu9y97d8sv6qgq8lp5pmvw5,17471005423432915.000000000000000000
evmos1rtch2m6zzhx7xyqcn0al8rct2kquy6r2tfgvvk,17000000000000000000.000000000000000000
evmos1p8pkch0kgkeqa07v8tc08acm8e8hqf3xdw0v5m,16000000000000000000.000000000000000000
evmos1p487vpl9w6tc485g5gh3t38xdkknp4t89hqv5z,15552904957594018134.000000000000000000
evmos1pg72r4lt38gwz7g9702al2jt9gedcteuzx282u,15190633616824964000.000000000000000000
evmos120ahak59gv7e8zc53ywjk027z8g4974r947f02,15080000000000000000.000000000000000000
evmos1qqxfn09zq5gl2556twgcv6dj74c03gd99j4xxl,15000000000000000000.000000000000000000
evmos1248mdjetgwza8xrtxqa7m58f2qeska3updn3a0,15000000000000000000.000000000000000000
evmos1r8xv4t4k3rtqct76nu4nkhwjhux2csmc0t53nr,1500000000000000000.000000000000000000
evmos1xg639g6wffplglgrpxqe5hs0umxc7cdfv6r0uk,1500000000000000000.000000000000000000
evmos1rm0a6cw37mlhwfmle8kjaylhz888p4gdf4fdmq,1500000000000000000.000000000000000000
evmos185navz5u9657hdaspc2489d4jd7k9f05zuvjrx,13490000000000000000.000000000000000000
evmos1qclxsquz3z0vwmaw7lxzqwgm30fqnjvaldzwqa,133000000000000000000.000000000000000000
evmos1qey3tfxa2nateftp80nq9k9eqn9vy4sslt2tsq,132000000000000000000.000000000000000000
evmos1g9mv5ssw7lspuwxtk2t78gm72fhd48mfcnaydl,1300000000000000000.000000000000000000
evmos1pd84nusy7cq3hvk2uqhn2c399ugwkwqzgcfm0v,124056391645983040000.000000000000000000
evmos1f7cutkcn6lnqlywm9fvc5ct0hpu8k568le4vgj,12000000000000000000.000000000000000000
evmos124q6dmaygqv23m3ecp6fwpwjtxvp35u5325c07,118300000000000000000.000000000000000000
evmos18aajv4ks9dh2xwz8yrnrlk04ae4tzuj9jyv4jc,1110000000000000000.000000000000000000
evmos1gkkwu6dqf67y0f9ezayfmmr779wjrhetaa74uh,110259166462121185000.000000000000000000
evmos1qllngcmzqcrwwjplqaxyflp9cv3c80re54lgts,110000000000000000000.000000000000000000
evmos1rf7v29e5sjs6h5wmcx20kgz35t9t95k024re26,10533562366640476300.000000000000000000
evmos1ttu0t8uzgx8x4u2yvasra034ee7spj0uta9hz3,10200000000000000000.000000000000000000
evmos18jg9pmlr5d4c06frc5jyh7sujrrps4z53xhq9z,101000000000000000000.000000000000000000
evmos1qapttgy0nvh5453ex8ez0275cja9hn94wpe5aq,100000100000000000000.000000000000000000
evmos1t347mz76gl4a9mpl39u8fc5u202r7mq59cxcmr,100000000000000000000.000000000000000000
evmos1qd353ddaflh8px5ydf78dl2j93zeslpd4wwc7g,10000000000000000000.000000000000000000
evmos1zqrdzsgjah4hdqd4wq057wvy6msakc4q6s6a4l,10000000000000000000.000000000000000000
evmos1fdvexkff3295alm65grm92vcylqnjyuam9yxt0,10000000000000000000.000000000000000000
evmos1fjlck0yz9dnarq2paxzuk0lnv60k6lfynmqgyd,10000000000000000000.000000000000000000
evmos1rqq3w9e2a6u58h65walevvskkkhg54f5x0vas3,10000000000000000000.000000000000000000
evmos1q4je0rszhwda4erdtxd9t2cuhsxlgh5u9rx5ar,10000000000000000000.000000000000000000
evmos1gzzdmr8wxmmqgkfuxkvuax9xssvjhj0mkvp3vs,10000000000000000000.000000000000000000
evmos1yygvcqx9wzl3gzyzxfga369k6hw9xed8m6mjpe,1000000000000000000.000000000000000000
evmos19qvqxhfnxyppf0hps9v6c3zwff80lf3wqalqhx,1000000000000000000.000000000000000000
evmos19pxzd3xdu8tmwcju3225aj7rt030nkhwu4m0je,1000000000000000000.000000000000000000
evmos1x3r44d0vy72mknmwnnhuysd729z445nx2kqkah,1000000000000000000.000000000000000000
evmos1r5vhw9ehve6yppmxapxsf4qa3rxtarf4ulk2te,1000000000000000000.000000000000000000
evmos1zvvjkyzka4t74grtkljf6uykffngapsy9rlltp,1000000000000000000.000000000000000000
evmos1fpavdw77z0hrxzcfc6xuy2my7vfqc4qpp3eylx,1000000000000000000.000000000000000000
evmos1t3cz9xy7d99g4anmf637h57gyh9lpqju46kw45,1000000000000000000.000000000000000000
evmos1qce3zyplhrwl7rdttnzrw5pq2gmzfs2knd2l52,100000000000000000.000000000000000000
evmos12gg5ldeedklpjzt0lg6r6xyrpawh0dkx50dngx,100000000000000000.000000000000000000
evmos1yfwz0ndg6v8alfq3eq39gnl7q5nvlav7s8fc3x,1000.000000000000000000
evmos1fy7l4avx0laq5w7me3kt4vlwlha8zwzgquhudj,1.000000000000000000
evmos1w2ek5sxjwykxqnxlyj068nel0e26wvwej0p7p3,6800000000000000000.000000000000000000
evmos1y7g476f5ysk3pu24whcqxt0l6z2sdfhfejlezv,1000000.000000000000000000
evmos1pe480rkjdclxcvmapq5pvuzmdavqm7s2y8729y,9000000000000000000.000000000000000000
evmos1rlkxzqfqzpmdq4e0jmdcjwleu0ckl7qwawj40k,88514773860263855049.000000000000000000
evmos1rwayqssdjg0gf6luje46zw2sfkkhgg39zvsdvz,84000000000000000000.000000000000000000
evmos1qq2t4k7ntezgjwdy4meaycfs6zska5xzt0ehfq,8000000000000000000.000000000000000000
evmos19f4kcx3pd5vf3qdkkp9m5zwjqtmhn2tjtfdfmh,78300000000000000000.000000000000000000
evmos1rcnvjnmh8hmwa37n8ej4p3gx4ym7uzwdtp2r6k,78050000000000000000.000000000000000000
evmos1qquvvskyut9gkj3v9k2lldc43lleawxy6yl7vg,75000000000000000000.000000000000000000
evmos1ztsrrs4ejzfz0fsn66clc5nzw24ft5305uwust,73521091708244963844.000000000000000000
evmos1p7kl2fhx0kjjezlzkn4694wu2qerz2kfe48j3h,6584018123420514857.000000000000000000
evmos1y7kmyzlan05ruwcsvx4ml6ku8u5cvxtfr340cw,60000000000000000000.000000000000000000
evmos1zpmkgaykklsk7083pmf9e9ftnjulqn2l5psu3d,5800000000000000000.000000000000000000
evmos1pw6xglv4yd27ljsamqp25yd8r67j7qz3yn2twc,567132346398161736.000000000000000000
evmos1zmjvyd3333u8qywe70c0llw4a969pupfd8ssu6,55753900582992580141409.000000000000000000
evmos1ql9tsdxrnlnhe9ns8vp45hjnvz6y9e8evglhlg,5300000000000000000.000000000000000000
evmos1q32hp9sntqystpygl695c6x9dycv5ln0k03mfp,52260934198259942428.000000000000000000
evmos192wd4xjtaa8v22uhlse58x4v99rmlv77ku3dfa,50232535482449999450.000000000000000000
evmos1zmze700swmejkhuv7sa0k026gfdlpcnqyryx5n,50005000000000000000.000000000000000000
evmos1q6nfdr2egu8ms0a4t0wlprrhphnkrkpzrvsq2l,500000000000000000000.000000000000000000
evmos1zsm9mqlywjdkqjfdaakj8ny3krd3qa3lazq2v9,50000000000000000000.000000000000000000
evmos1rajqewpnt7r528cuf7ptzml3td8zkp03gt65gk,50000000000000000000.000000000000000000
evmos1pcgd6x8d8datlrcgtdky0h9nnhkxd6kvafz53f,5000000000000000000.000000000000000000
evmos1ptpnmjfsp5yuqvpccqvqtzqlnwa438vvkghgal,50000000000000000.000000000000000000
evmos1yq2euhg39m2fqr6x732lu99mc6ghd7aas4fwwt,5000000000000000.000000000000000000
evmos19r9w6rgyxl68zanf595ct06lkk4c9ugeyhwj6c,4500000000000000000.000000000000000000
evmos1z6axtkf6p3cyysw0p95v5paafgcwxqmck03egu,444000000000000000000.000000000000000000
evmos1rclu4q52wy4afv5j76lz9lwq6p770wg3zzqtyd,44162750957289512650.000000000000000000
evmos1p8lxzuc05twesrg09xpvxz7v52aa0jm4lmvx0d,43139937434088246660.000000000000000000
evmos1ykm54jf2aeker023fhsmy8vxk93zkjnmzg6532,41000000000000000000.000000000000000000
evmos1q5np0nggkftchhd82za99hu5c6lxklh3pgcct9,38300000000000000000.000000000000000000
evmos199wsfxtynuz7fv277vst4u0lt386s70ngpmnsc,36550000000000000000.000000000000000000
evmos1qe285aqljytwcpj7la2j67370e8y67uutd99wd,35456567934744722022.000000000000000000
evmos1prvrdvkvfqqtzxpczjjf6t9ywuk5p5rurcfztg,350000000000000000000.000000000000000000
evmos1rggl6w0uh9sfktr879779wvnq40mjnq262ljpr,350000000000000000000.000000000000000000
evmos1q6c3yqqyn7fufcrpj8qch56gckrzyd6z572h8h,33461099983801392635.000000000000000000
evmos1qmymgytpryccq2hc044tk4a4rh5swpfcv6l4rs,31575105377996078412.000000000000000000
evmos1p0ca9207sq0n62rdfx3yn69qsnucx0ldfjele3,31520385501468647053.000000000000000000
evmos1pkzyzh5j5nlkh502shdjqrz0ff2yxupcav2yrq,31503750000000000000.000000000000000000
evmos1y9uj4kffgsml64vlhuy7ssgny2s9k6ak3w3j4t,284613376606046878376.000000000000000000
evmos1qfgxa3fn6su2luct0prtt8j86nyjkcvz6jxfxe,25900000000000000000.000000000000000000
evmos1z43k9mvd45cljgnr2ra8glmwa20a6rxcw9c65f,25000000000000000000.000000000000000000
evmos1zzl2u4uq77cwm8aw23vm2rrq9xkgtyj4hvfdjn,233770444914053623870497.000000000000000000
evmos1rtp5rw72gkqny859xdppmnp08n48suwny8ujx5,23000000000000000000.000000000000000000
evmos1z6veya9gcs7q2vtrsc08294m8vxqf2esr6nya3,21830000000000000000.000000000000000000
evmos1pu9s3nju7w2vwl9fwcekvetvv20ahfzf8jjm8t,218100000000000000000.000000000000000000
evmos1rmfvlsf88rq7ghpj7revzj547c4n8agtmmyj0k,216000000000000000000.000000000000000000
evmos1yrwd8vdgkv277f64xg6ywef2xf8jahkad93scn,213952638369659701462.000000000000000000
evmos1pgm23msm03kp9v2687wzuus7u25x86qrg9vck8,20300000000000000000.000000000000000000
evmos1zlsxrnd739na9advrcanpc5uz49pkfpyc3p4rr,2016976592834583552000.000000000000000000
evmos1pwjvkmgvty0xpd54unzm5kg7xsufny94l32h9d,201100000000000000000.000000000000000000
evmos1yhzlvxmst69xau5gu0r2mk700qt4u7pgcnyjst,20000000000000000000.000000000000000000
evmos1pqku6c4vqj70rkhk2x7ydq0cwtuddyyq6d7dau,19999999999999999999.000000000000000000
evmos1pz0zstu2536wx5y7dshhc9td6u83rtvqme7sng,187162067329548162834.000000000000000000
evmos1zclstmhz4q4vwqj2zq3uu89x2gwjj4lpqwgcjj,179653346460342960000.000000000000000000
evmos1p3yslu4dqexyw09830h99hg5jtlvyhwhavl9te,17960000000000000000.000000000000000000
evmos1zteljy62njk0zhljg9kr9ut9kylapkk0xfmkk8,17422389229878130495.000000000000000000
evmos1zaufuecdemhhh3r4cdkgud55mdg8zjwz8w89w0,17420000000000000000.000000000000000000
evmos1y48s0g5rq8z3n2eaxn6jvhywq0h0end4ln70u5,16812635757398619304.000000000000000000
evmos1yptep5ykcqh4ylmeaqnryx9l7qc0k9vscgc8lt,1660000000000000000.000000000000000000
evmos1rs8qu57fte0s3mwuca7shvzctjt0hvrwvmslgp,1564993434040400400000.000000000000000000
evmos1z9z93hfyzd3c2rsa0yeaaqu3tc59rfr3nmrvyx,155393780628138904385.000000000000000000
evmos1puz6tsghakmqau4n7paxeveu54r5j04q7m9eqs,1500000000000000000.000000000000000000
evmos1zwmvtwmeu7ne8den0asct8xskgvspm2lm6vz49,142188157871307337397.000000000000000000
evmos1ry3tja826tw9zszseeyqapym7tksfjlr4u0kzw,139277551397254746660.000000000000000000
evmos1pfunrfaa3wqm4w76rjec2rku3kaw2nhwwp9amr,125000000000000000000.000000000000000000
evmos1p6wgs5aqcgaaae7cq8jm5zqspt0tmgj9uwumrv,11676267461930603017.000000000000000000
evmos1zaktj3y6emxsup4hq20r9m7qhftvdgu8vp3gpl,1152100000000000000.000000000000000000
evmos1z59xkslpnhxt8gjj3rt3ztqywv9fdcul0m33dj,11111111111000000000000.000000000000000000
evmos19zjg69k4arte7m088ukpkwu7ggletw04amadfr,110397889433598360975.000000000000000000
evmos1p286vlwvn77067suy0zqk4msfxc3gph0ea2y7s,1077000000999998114547.000000000000000000
evmos1r2yafqevq0msyw7uvtw79fa7alf59wchk5jz05,1050000000000000000.000000000000000000
evmos1yr64gk27ejc6sd68tv3qn8dvtfpt6luzcwk6ah,101400000000000000000.000000000000000000
evmos19z7p6kxeakejl9nz5zwhcjlteawnnv0rm44kdz,10000000000000000000.000000000000000000
evmos19qx77zypsqk4jfzrludkra9dluvdd9rqpnvt2l,10000000000000000000.000000000000000000
evmos1qeye6u65r29avtxe9aw9qksxttmanfdcx5k3uz,10000000000000000000.000000000000000000
evmos1qvt3rjaf84agsrlfjfej3t296x7fzn6s6jwxj3,10000000000000000000.000000000000000000
evmos1qqjml0l23ylct6fk4mmmqyufufhhdfxdnmwwyk,10000000000000000000.000000000000000000
evmos1z9pntvdt5hrv545ytpvamunteszff3qhar4tnh,10000000000000000000.000000000000000000
evmos1rwy29t3eup0tnaph08rezdjsmckzqemktemp4n,1000000000000000000.000000000000000000
evmos1p4vsrm9dp0y8s65md7jn5xwwgewvhgvee7cwlq,1000000000000000000.000000000000000000
evmos1ptzptdks9z2422ytjmt20mlj94w7mlffukdgfu,100000000000000000.000000000000000000
evmos1y6z78mhze28ae4fvt85aat33kr5cxpde6tfext,100000000000000000.000000000000000000
evmos1zt2dzqrn50m9wtcwp6eykth77wa6rwyg6me9zs,1000000000000000.000000000000000000
evmos1yq9uck8acsa50ygf90v50xe3k5u98vtge6dm8u,1000000000000000.000000000000000000
evmos1p6slfxxv3tylskvhcp7920690ar4l39f6t6c9q,1000000000000000.000000000000000000
evmos1yrp6mra3az7p3krkxl9wulyke3crs2su3nw0aa,1000000000000000.000000000000000000
evmos1z9kqfplvng2rch842ew3tju72hmsk6zl99zr8j,1000000000000000.000000000000000000
evmos1rlppmfg2x20cyru4dn7duf4gmwd3trm7w9vkmg,1000000000000000.000000000000000000
evmos1zrsqpderst3la9sysf4v7yxjq2u3ug39dggylh,1000000000000000.000000000000000000
evmos1pkf0737fm95czhppnys707slmaz6tg0afara7f,1000000000000000.000000000000000000
evmos1r3yt6p6pckdd0gdqax8u8x0zu8t30yv3xme22y,1000000000000000.000000000000000000
evmos1rvhrn8kq5045xr6e23m9vnh83fk6as7j7grwr9,1000000000000000.000000000000000000
evmos1zwac8x25yx5kjd5t6dmjvn46p3tjhf2h9se572,1000000000000000.000000000000000000
evmos1qky2eyna5c5dfk8reraagkf55l450uxxwxxx0v,1000000000000000.000000000000000000
evmos1zw7c0kur4gkyqwxy7gfxwqk7q9flm6x4p3tpl8,1000000000000000.000000000000000000
evmos1rp9eewl0y25amw7xy793qqarfg2zap4ua9p64j,1000000000000000.000000000000000000
evmos1p4hgldahucuphku8pse88ejwcy6p2yxepwhrh9,1000000000000000.000000000000000000
evmos1q3fdpcpplpun9wv4m2hngn54wwwzhf5xrectsp,1000000000000000.000000000000000000
