delegator,voting_power
juno1ykkpc0dnetfsya88f5nrdd7p57kplaw8x77pxw,29548699.000000000000000000
juno1yg52euph8p9xxqj648knh0rkndc24jenkpf7v2,26239189.000000000000000000
juno1q3dpka799kz96mnm56jygcqvqex8zd22fcdxnj,2511061.000000000000000000
juno1y8yvvm93j6tegltc5kazh9xnv58nt2680nq8rm,25100000.000000000000000000
juno1ggay7u8ymxnk87nw4uf22frkf863f2k4gjnkfh,244300000.000000000000000000
juno19rkk6aktvz50305y9duqw7t52wprpesczy2dty,23500000.000000000000000000
juno12qlpeyvy9jgt4guzxprl9sxfvn9a3ejtdjh0n0,23000000.000000000000000000
juno1pp6p2cxll8k4ymrjx5r3laarphv5sndscunu5d,21046343.000000000000000000
juno1rlu09uxyqz4cf4ce8j7qgjaruyp357yuq42tu6,20941795.000000000000000000
juno19q2h8237906pk5w3e2l7lauej3j4uzuhyzrh5v,200000000.000000000000000000
juno1pehvghr7mzgmlm96yasv08n42plp0h3www4p4j,200000000.000000000000000000
juno19mfm9aa5shp59agt675nwrl9lf8n3ldst67gq5,200000000.000000000000000000
juno1gkw55znfsr8umeppg33av95g6s82kl067rp9d9,20000000.000000000000000000
juno1zctm0u97sn668avqsz5nde9wqqdn2smd7fe98u,20000.000000000000000000
juno1zjn5h6n5zy7esuw2v8mrqy8wvyjmsjzcdm5xx4,2000.000000000000000000
juno1p9tytl6yvjtfckxysefwjw2kyp6ju32p08wcvr,2000.000000000000000000
juno1xcxu29mdf06u734d6qkryzrp798d2fm0ms79w6,19989384.000000000000000000
juno1fytx3ccszhj26pze9luckx4x2550kvae4tn5el,18100000.000000000000000000
juno1qkjqu3cwns4z6thya46grap7fm8xeuqxrmx4af,1800.000000000000000000
juno1zf3v6uyv8r3yhtesz2zv77aaxg6v6glqg0vzmj,17066847.000000000000000000
juno19v8mpvcfyzv0zhzhl3ketqqj48n62x5muwjawl,160000.000000000000000000
juno188uhpzlj3cx69a7h7x3wulumv8yq8e3aah0var,15000000.000000000000000000
juno1xrk6s7wv9f23z8qg0ncptplev6ru47c56yu2u6,1500.000000000000000000
juno1ycxsgh6uyunvftl7dxdpn8ema79vc8vrz5nue9,146900000.000000000000000000
juno1fus3lqdhzrfvjkhwrlcq5l8reuyn2nlmq2svyx,139700000.000000000000000000
juno1qfzrzyvcqr935zdd5wuhqs4zaqdwafmg5tyhnu,13780000.000000000000000000
juno1f2dumytgy7h7l52lp7lfqgryuny2yusplzkfnq,13301425239.000000000000000000
juno1gmzanhjt6k0tt97vwn82tsrsrczdjpmzrk52gt,131000000.000000000000000000
juno1qyhvgtqghlh69uqy6rz6ltgqmaaugye9gh8ml9,128103.000000000000000000
juno184apxannm82j9962hcckf2yy7kn4dl33vq93z7,123648739.000000000000000000
juno19l306vf0yhpfkc66jnl4u82nzzpyzpsexq49yf,121506632.000000000000000000
juno1xug03hea0zqrekek6vafhjaz9nvrc48twdqp0y,121303.000000000000000000
juno1r4rj0c958fzacwzgd6wd4tzgz39acj2zhhtys5,12094934.000000000000000000
juno1phxa78yfhmz3s0838qkwtf3a06yj7w3ywnlxqw,118937.000000000000000000
juno1gwd9l44t22e3nteu68akfgykuxu6lq6m9pggp5,1177001000.000000000000000000
juno1rgxuqkzwle2tvlmqw4wvrseg59cugpqsczqddq,1164255.000000000000000000
juno1r5kw84xvrhv9maeua8t66h7jss6d3eg35lw5qf,111183.000000000000000000
juno1f7amf9lwxaee9f3upj5nl75333xwqf356jkkq9,110975.000000000000000000
juno1gut8a36za25ntph932zm8e62l7emv44djkjuj0,110084.000000000000000000
juno1qukuspkp6sxzyxjz6yye4rmv46m5sj86h3v3fu,1100000.000000000000000000
juno1rk0qv5kpvtvppgs3fd23uyvsphpnla73w3kzhj,1100000.000000000000000000
juno193mdte30d6fdnfpgzc9ljt5gqgk32sksudxq5g,1100000.000000000000000000
juno19q4nl5lqdq4d9a2ljq8ntaawtyz2ctfflgplvz,1100000.000000000000000000
juno1yju9tkc2hkvmdkeqz2wd8jfhu748xyda3xgzg4,109268509.000000000000000000
juno1qc9g2e666ct5k00xxlcdkdcqv0pj2zn0eujzuq,108580.000000000000000000
juno12py6hgwynyxt3sflyqstzshtz256t57dnazjkf,1058920.000000000000000000
juno1qxc0g38hm3863dlkca9c58at843x7h3d3ktagc,105845.000000000000000000
juno18qnsrfc4jc76ar32pfper6geg2fcgckh6ql39t,105837.000000000000000000
juno1yw9cgekvd6pdutwj9c2n3vcg29e3uzcs9nplp4,10572467.000000000000000000
juno1952uryajuujdgzwekppdhad5yk97j8ccdlapgz,105000.000000000000000000
juno1p8msxpn6jvzdcj2y33ejmf2v3gqsuruxad5y60,10369671.000000000000000000
juno19sh8xhxk5fsd62pkrds0fqkhpc8j2gpjwd8umv,1011000.000000000000000000
juno1fuuuvgwsrrf3zy46azu22kzrskww9fteguufse,10000000.000000000000000000
juno1zwnqr39upf524vsugzxau2662z2fphyjgf9jak,10000000.000000000000000000
juno1rv6qffypgpq70vy6kgv2kc6ac3tjx8nkdlj09h,1000000.000000000000000000
juno1phtsc5et8wvl4g9pehvlmkk46ymc48nrfcqmlv,1000000.000000000000000000
juno1ymvly273alwek0kpyu07qd9tadw40ntcljrmnm,1000000.000000000000000000
juno1fskdz88k8qsy39dt8spw84xtls5pwd273p2y8x,100000.000000000000000000
juno18kygsraqrdj9dtfv553l4c7dzw3m5kq4kded3h,100000.000000000000000000
juno1yts6nmaclltnapx384f7kt7t4hqa7mmc7w32tf,1000.000000000000000000
juno1r585kltccq2s2r3nv0gn02wuz0nmaavkjdarzt,1000.000000000000000000
juno1zxvjmx3jcux3nvwqnm02rpq2hhfjdpqceq85ns,1000.000000000000000000
juno1pufnajkt99vfcs92ce25uk4pn8kgs8s07hjjz5,1000.000000000000000000
juno1xeu04zup6hx5rg3y0692hfr062572yg59z50ev,1000.000000000000000000
juno1q8mw54zqg258vxr23ys00sm6w43jwr5y54zwcx,1000.000000000000000000
juno1qyar8pxn0q5yela70mv4r77nwuptw6elrzl3lq,9999999.000000000000000000
juno12z8hfh9a7skukdue9dk6gzv7ltjlvpxct2du5a,9550000.000000000000000000
